Customer Id,Customer Fname,Customer Lname,Customer Email,Customer Password,Customer Segment,Customer City,Customer State,Customer Street,Customer Zipcode,Customer Country,Latitude,Longitude,Customer Birth Date
19479,Kimberley,Sharpe,XXXXXXXXX,XXXXXXXXX,Corporate,Peabody,MA,1026 Anthony Throughway Apt. 450,1960.0,United States,42.52627564,-70.92703247,1983-07-04
19478,Sade,Lancaster,XXXXXXXXX,XXXXXXXXX,Corporate,Caguas,PR,8308 Miller Knolls,725.0,Puerto Rico,18.28404999,-66.03705597,2004-12-23
19477,Brynne,Giles,XXXXXXXXX,XXXXXXXXX,Corporate,Canovanas,PR,068 Jorge Dale Suite 888,729.0,Puerto Rico,18.3957901,-65.87288666,1974-12-28
19476,Ciara,Bird,XXXXXXXXX,XXXXXXXXX,Corporate,Paramount,CA,167 Lucas Crossing Apt. 904,90723.0,United States,33.89869309,-118.1745605,1994-04-15
19475,Bo,Griffin,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,21774 Christopher Springs,725.0,Puerto Rico,18.233778,-66.0370636,1992-10-03
19474,Kim,Simon,XXXXXXXXX,XXXXXXXXX,Consumer,Mount Prospect,IL,82760 Pham Summit Apt. 101,60056.0,United States,42.04830551,-87.96134186,1979-04-07
19473,Kellie,Farmer,XXXXXXXXX,XXXXXXXXX,Corporate,Long Beach,CA,4439 Chandler Walks,90813.0,United States,33.78245163,-118.1922455,1996-06-15
19472,Alma,Conley,XXXXXXXXX,XXXXXXXXX,Corporate,Caguas,PR,57570 Theresa Stream,725.0,Puerto Rico,18.28337669,-66.03705597,1982-12-10
19471,Yeo,Bird,XXXXXXXXX,XXXXXXXXX,Corporate,Rancho Cordova,CA,851 Ashlee Ridge Suite 744,95670.0,United States,38.61177445,-121.2828674,1998-07-20
19470,Lucy,Mcknight,XXXXXXXXX,XXXXXXXXX,Corporate,Caguas,PR,715 Danny Ridges Apt. 250,725.0,Puerto Rico,18.20733643,-66.03705597,1989-02-17
19469,Simone,Vance,XXXXXXXXX,XXXXXXXXX,Corporate,Billings,MT,8826 Julie Valley Suite 183,59102.0,United States,45.78831101,-108.5594101,1991-05-18
19468,Roary,Wheeler,XXXXXXXXX,XXXXXXXXX,Corporate,Caguas,PR,50697 Mark Garden,725.0,Puerto Rico,18.26163292,-66.03705597,1993-01-27
19467,Quail,Ashley,XXXXXXXXX,XXXXXXXXX,Consumer,Wilkes Barre,PA,357 Hunter Plaza,18702.0,United States,41.23545456,-75.86985779,1997-01-02
19466,Hannah,Velez,XXXXXXXXX,XXXXXXXXX,Corporate,Caguas,PR,6893 Teresa Inlet,725.0,Puerto Rico,18.27022362,-66.0370636,1986-11-15
19465,Evelyn,Kelly,XXXXXXXXX,XXXXXXXXX,Corporate,Roseville,MI,0641 Justin Key Suite 521,48066.0,United States,41.86886215,-84.57365418,1984-08-11
19464,Jael,Mcfarland,XXXXXXXXX,XXXXXXXXX,Consumer,Bellflower,CA,17826 Summers Dale Suite 743,90706.0,United States,33.90942383,-118.1253586,1973-10-22
19463,Teagan,Romero,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,684 Ruiz Row Suite 046,725.0,Puerto Rico,18.27526093,-66.0370636,1994-08-05
19462,Joan,Wilder,XXXXXXXXX,XXXXXXXXX,Consumer,Wheaton,IL,441 Rose Stravenue,60187.0,United States,41.86544037,-88.10990143,1986-02-20
19461,Basia,Watts,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,44533 Bell Pine Apt. 813,725.0,Puerto Rico,18.28713608,-66.03705597,1958-01-24
19460,Dominique,Rogers,XXXXXXXXX,XXXXXXXXX,Consumer,Detroit,MI,47945 Marsh Mountain Suite 669,48238.0,United States,42.39110184,-83.13121796,1981-07-03
19459,Ainsley,Mathis,XXXXXXXXX,XXXXXXXXX,Consumer,Dallas,TX,9518 Robert Canyon Suite 477,75220.0,United States,32.86539459,-96.86858368,1980-03-17
19458,Aurora,Sharp,XXXXXXXXX,XXXXXXXXX,Corporate,Caguas,PR,315 Susan Ridges,725.0,Puerto Rico,18.24074173,-66.03705597,1981-07-31
19457,Libby,Bray,XXXXXXXXX,XXXXXXXXX,Corporate,Carlisle,PA,43588 Belinda Rapids,17013.0,United States,40.03171921,-76.87709808,2007-12-17
19456,Amy,Lindsay,XXXXXXXXX,XXXXXXXXX,Corporate,Dallas,TX,365 Garcia Radial Apt. 355,75228.0,United States,32.81010819,-96.68649292,1989-10-26
19455,Ivory,Parks,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,95236 James Route Suite 264,725.0,Puerto Rico,18.28604889,-66.03705597,2008-07-10
19454,Karina,Prince,XXXXXXXXX,XXXXXXXXX,Consumer,Newark,DE,4364 Hannah Coves Suite 595,19702.0,United States,39.68188095,-75.64421082,1974-10-06
19453,Deanna,Goff,XXXXXXXXX,XXXXXXXXX,Consumer,Panorama City,CA,24786 Christopher Lane Apt. 542,91402.0,United States,34.15893936,-118.1809387,1964-05-24
19452,Dacey,Walters,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,29932 Joshua Ferry Apt. 683,725.0,Puerto Rico,18.28294563,-66.0370636,1993-03-14
19451,Adele,Pennington,XXXXXXXXX,XXXXXXXXX,Home Office,Atlanta,GA,079 Michelle Road,30318.0,United States,33.81632614,-84.44550324,1964-08-02
19450,Sybill,Spencer,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,43995 Wang Corners,725.0,Puerto Rico,18.24103928,-66.0370636,2001-07-19
19449,Kay,Sandoval,XXXXXXXXX,XXXXXXXXX,Consumer,Fremont,CA,32711 Bell Expressway Apt. 132,94539.0,United States,37.49027634,-121.9271088,2002-04-07
19448,Stacy,Mckinney,XXXXXXXXX,XXXXXXXXX,Corporate,Caguas,PR,909 Schultz Station,725.0,Puerto Rico,18.26469612,-66.03705597,1978-08-22
19447,Marah,Lara,XXXXXXXXX,XXXXXXXXX,Corporate,Rochester,NY,41899 Lee Motorway,14609.0,United States,43.18824005,-77.56706238,1996-08-17
19446,Taylor,Wood,XXXXXXXXX,XXXXXXXXX,Corporate,Dallas,TX,073 Clarke Meadows Apt. 726,75211.0,United States,32.753685,-96.86553955,1993-01-28
9083,Mary,Frank,XXXXXXXXX,XXXXXXXXX,Home Office,Bayamon,PR,1088 Perez Springs,957.0,Puerto Rico,18.38011932,-66.18312836,1972-06-03
4741,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,34616 Parks Corner Suite 077,725.0,Puerto Rico,18.23557282,-66.3706131,1998-09-07
639,Elizabeth,Pittman,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,36164 Janet Dam Suite 345,725.0,Puerto Rico,18.02536774,-66.61303711,1990-01-11
9702,Katherine,Tyler,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,523 Berg Inlet,725.0,Puerto Rico,18.27383804,-66.37063599,1987-09-09
9114,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,92830 Steven Center Apt. 570,725.0,Puerto Rico,18.2848053,-66.37059021,1981-11-30
1362,Dennis,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,843 Luis Landing Apt. 716,725.0,Puerto Rico,18.29496765,-66.37050629,1976-08-11
8011,Mary,Hill,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,363 Moran Path Apt. 350,725.0,Puerto Rico,18.25571251,-66.37050629,1987-12-07
3296,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,395 Hale Pine Apt. 555,725.0,Puerto Rico,18.23466301,-66.37059784,2002-02-16
3182,Frances,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,980 Eric Rue,725.0,Puerto Rico,18.26268196,-66.37049866,1972-10-21
7864,Alice,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,76643 Calhoun Villages Apt. 245,725.0,Puerto Rico,18.28279495,-66.37055969,1949-05-23
11169,Kyle,Thomas,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,470 Carlson Turnpike,725.0,Puerto Rico,18.27466202,-66.37058258,1975-08-29
5197,Brenda,Jordan,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,64118 Joseph Plaza,725.0,Puerto Rico,18.2689991,-66.37049866,1978-10-25
1535,Frank,Livingston,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,1305 Emily Shore,725.0,Puerto Rico,18.2308178,-66.37052155,1990-11-11
6122,Johnny,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,14729 Randy Cliff Apt. 843,725.0,Puerto Rico,18.26138115,-66.37056732,1990-01-03
9451,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,878 Ashley Squares Apt. 348,725.0,Puerto Rico,18.23650742,-66.37051392,2005-05-14
542,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,85461 Brandy Stravenue Suite 920,725.0,Puerto Rico,18.35921478,-66.07779694,1977-12-16
11329,Hannah,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,5579 Travis Greens,725.0,Puerto Rico,18.29944229,-66.37052155,1988-04-19
3570,Mary,Nelson,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,603 Joe Garden,725.0,Puerto Rico,18.28996849,-66.37054443,1970-07-11
650,Austin,Sexton,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,2561 Ryan Fields Apt. 379,725.0,Puerto Rico,18.2275734,-66.04563141,1999-09-25
9353,Michael,Scott,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,6194 Kathleen Forks,725.0,Puerto Rico,18.2988205,-66.37059784,1969-06-20
54,Mary,Olson,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,3987 Cynthia Villages Suite 609,725.0,Puerto Rico,18.02538109,-66.61508179,1991-03-15
12151,Vincent,Krueger,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,26761 Hall Meadow,725.0,Puerto Rico,18.25048637,-66.37062836,1994-05-08
10018,Gregory,Rodriguez,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,7135 Brent Parks,725.0,Puerto Rico,18.24069786,-66.37055969,1993-03-18
4936,Kyle,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,680 Mata Row,725.0,Puerto Rico,18.21209908,-66.37050629,1994-01-05
8707,Lisa,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,61837 Vasquez Drive,725.0,Puerto Rico,18.23131371,-66.37062836,2007-09-13
1025,Megan,Todd,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,96974 Weber Viaduct,725.0,Puerto Rico,18.29652023,-66.04867554,1977-09-30
8831,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,71696 Terry Crest Apt. 487,725.0,Puerto Rico,18.28746414,-66.37054443,1975-10-11
10679,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,83416 Joy Track Apt. 730,725.0,Puerto Rico,18.29108048,-66.37050629,1969-10-12
5007,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,0228 Webb Village,725.0,Puerto Rico,18.24984551,-66.37050629,1976-10-01
9854,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,55672 Kevin Pine,725.0,Puerto Rico,18.25671768,-66.37062836,1977-10-23
376,Grace,Sanchez,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,41707 Stanley Rue,725.0,Puerto Rico,18.24754334,-66.0253067,2008-03-01
5417,Dennis,Meyer,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,03763 Brown Shore,725.0,Puerto Rico,18.27673721,-66.37055206,1984-05-17
10759,Douglas,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,36797 Jones Station Apt. 442,725.0,Puerto Rico,18.2968483,-66.37050629,2001-05-27
8541,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,56418 Rivera Ports Apt. 470,725.0,Puerto Rico,18.29609299,-66.37050629,1990-06-13
3752,Mary,Vega,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,9120 Craig Knoll Apt. 063,725.0,Puerto Rico,18.2105732,-66.37058258,1967-09-20
4673,Wayne,Hodges,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,78908 Mcdonald Prairie Apt. 019,725.0,Puerto Rico,18.20111656,-66.37059021,1986-06-05
5367,Mary,Mccormick,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,3363 Elizabeth Creek,725.0,Puerto Rico,18.21469116,-66.37051392,2007-10-16
10485,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,44427 Castillo Keys Suite 377,725.0,Puerto Rico,18.28425598,-66.37058258,1999-09-04
9272,Ronald,Blackwell,XXXXXXXXX,XXXXXXXXX,Home Office,Caguas,PR,6036 Samantha Roads,725.0,Puerto Rico,18.20666885,-66.37056732,1993-11-22
647,Mary,Rios,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,507 Collins Lodge,725.0,Puerto Rico,18.35907555,-66.07783508,1989-03-10
6398,Tammy,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,030 Jay Harbor Suite 360,725.0,Puerto Rico,18.26378822,-66.37052918,1973-08-26
4209,Mary,Lara,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,022 Sheila Groves Apt. 493,725.0,Puerto Rico,18.20330429,-66.37052155,1975-10-27
8917,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,800 Vazquez Street Apt. 496,725.0,Puerto Rico,18.22487068,-66.37052155,1976-01-02
7784,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,78773 Austin Road Suite 138,725.0,Puerto Rico,18.25061035,-66.37062836,1983-06-05
1425,Christina,Harvey,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,46679 Alvarado Flats Suite 989,725.0,Puerto Rico,18.27340317,-66.37052155,1990-01-01
2737,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,20744 Trujillo Union,725.0,Puerto Rico,18.29137993,-66.3705368,1991-01-07
6428,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,4035 Kelly Points Apt. 743,725.0,Puerto Rico,18.24738884,-66.37057495,1980-12-22
6543,Alexander,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,4617 Williams Ridges,725.0,Puerto Rico,18.27920532,-66.37055206,1973-09-11
3990,Sandra,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Guayama,PR,43254 Olson Harbor Apt. 384,784.0,Puerto Rico,17.98249054,-66.1126709,1966-06-26
8524,Ruth,Farrell,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,4462 Carroll Greens,725.0,Puerto Rico,18.24496079,-66.3705368,1985-07-11
9204,Mary,Harris,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,0091 Shawn Track Suite 259,725.0,Puerto Rico,18.28453636,-66.37060547,1983-04-29
11761,Lauren,Coleman,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,6121 Tina Fall Suite 253,725.0,Puerto Rico,18.28339195,-66.37051392,1967-01-01
9554,Mary,Hayes,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,1615 Cooper Street,725.0,Puerto Rico,18.22172546,-66.37059021,2001-01-18
5118,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,16200 Eric Port,725.0,Puerto Rico,18.25333214,-66.37051392,1975-11-30
5506,Gregory,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,525 Miller Glens Apt. 309,725.0,Puerto Rico,18.22976875,-66.37052918,1997-04-04
1423,Mary,Day,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,8734 Powell Stravenue,725.0,Puerto Rico,18.22978401,-66.37054443,1966-04-04
138,Mary,Dawson,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,24273 Singleton Grove Apt. 283,725.0,Puerto Rico,18.22758102,-66.04357147,1967-11-30
6360,Mary,Phillips,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,998 Fleming Ramp Suite 244,725.0,Puerto Rico,18.22297287,-66.37059021,1965-06-24
2053,Ronald,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,3845 Jessica Pike Apt. 872,725.0,Puerto Rico,18.24120712,-66.37050629,1966-04-29
10344,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Juana Diaz,PR,1889 Ingram Way Apt. 203,795.0,Puerto Rico,18.05199051,-66.50184631,1975-10-28
3375,Mary,Sanchez,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,52419 Whitney Centers,725.0,Puerto Rico,18.20664215,-66.37052918,2000-05-31
1339,Melissa,Mack,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,59285 Brooks Knolls Apt. 360,725.0,Puerto Rico,18.27825165,-66.37059784,1980-04-11
7247,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,76937 Carter Meadow,725.0,Puerto Rico,18.22776032,-66.37059021,1974-11-08
1273,Maria,Evans,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,08855 Natasha Dale Apt. 036,725.0,Puerto Rico,18.2362442,-66.37062073,1979-11-25
6277,Eugene,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,905 Heather Junctions Apt. 301,725.0,Puerto Rico,18.21949196,-66.37052918,1988-05-10
7701,James,Lawson,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,202 Melissa Coves Suite 922,725.0,Puerto Rico,18.25289154,-66.37058258,1983-09-07
4126,John,Stokes,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,237 Burton Manors Suite 334,725.0,Puerto Rico,18.22985077,-66.37062073,1981-01-15
9528,Mary,Flores,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,5221 Bailey Ridges,725.0,Puerto Rico,18.22190094,-66.37052155,2000-07-26
1853,Mary,Austin,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,569 Daniel Centers,725.0,Puerto Rico,18.26019096,-66.37052918,1977-11-10
11149,Roy,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,9282 Carter Plaza Suite 537,725.0,Puerto Rico,18.28128624,-66.37050629,1979-02-08
5828,Katherine,Oconnell,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,09715 Nicole Causeway Apt. 988,725.0,Puerto Rico,18.21101761,-66.37052918,1988-07-06
6887,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,758 Lisa Fords,725.0,Puerto Rico,18.22019768,-66.37058258,1978-06-24
4781,Janet,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,8077 Williams Route Apt. 695,725.0,Puerto Rico,18.25534058,-66.37050629,1971-05-23
10668,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,9738 Hill Parkway,725.0,Puerto Rico,18.23215866,-66.37059021,2000-02-20
5421,Mary,Carlson,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,7474 Mark Island,725.0,Puerto Rico,18.20737648,-66.37055206,1967-07-14
10200,Nicole,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,819 Brewer Corner,725.0,Puerto Rico,18.27331543,-66.37060547,1972-11-10
11254,Sharon,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,9482 Brenda Junction,725.0,Puerto Rico,18.2626648,-66.3706131,1973-06-26
11106,Mary,Navarro,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,91886 Mills Mall,725.0,Puerto Rico,18.26016426,-66.37059021,1974-01-05
8456,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,357 Gonzalez Mission Apt. 859,725.0,Puerto Rico,18.24535179,-66.37059784,1977-04-06
6149,Matthew,Bush,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,74189 Michael Spur Apt. 345,725.0,Puerto Rico,18.21775055,-66.37060547,1986-03-20
1473,Anthony,Young,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,63738 Riley Ridges Apt. 936,725.0,Puerto Rico,18.29214859,-66.3706131,1995-11-20
1840,Jerry,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,91261 Ruiz Tunnel,725.0,Puerto Rico,18.26737404,-66.37062836,1980-04-13
6757,Mary,Freeman,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,47473 Bentley Parkway Suite 609,725.0,Puerto Rico,18.29659462,-66.37059021,1985-03-17
3972,Laura,Bennett,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,20193 Christine Throughway,725.0,Puerto Rico,18.27468491,-66.37056732,1996-08-04
9316,Megan,Sanders,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,88222 Martin Row,725.0,Puerto Rico,18.21944618,-66.37057495,1964-04-09
11213,Mary,Black,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,549 Andrew Crest Suite 956,725.0,Puerto Rico,18.23975563,-66.37059021,1976-01-17
3474,Jack,Hatfield,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,5795 Alicia Key Apt. 081,725.0,Puerto Rico,18.2643261,-66.37060547,1990-12-25
14630,Kirestin,Barr,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,792 Lloyd Springs Suite 468,725.0,Puerto Rico,18.27085495,-66.03705597,2007-06-28
13256,Nora,Downs,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,97753 Knox Hollow,725.0,Puerto Rico,18.23665237,-66.0370636,1996-12-13
14665,Jennifer,Stokes,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,9462 Michele Shores,725.0,Puerto Rico,18.28206062,-66.03705597,1980-04-09
13363,Madonna,Ingram,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,1727 Kendra Street Apt. 472,725.0,Puerto Rico,18.21524239,-66.03705597,1990-04-19
14645,Noelani,Hyde,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,68983 Gardner Green,725.0,Puerto Rico,18.25598526,-66.03705597,2004-07-27
13163,Sydnee,Nolan,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,66004 Church Rapid,725.0,Puerto Rico,18.28172112,-66.03705597,1982-10-18
14553,Willa,Potter,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,2063 Christopher Roads Suite 056,725.0,Puerto Rico,18.23458481,-66.03705597,1989-04-08
14287,Alma,Delgado,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,8609 Dana Square,725.0,Puerto Rico,18.25249672,-66.03704834,1991-10-10
13179,Ila,Knight,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,4386 Powell Fall Suite 033,725.0,Puerto Rico,18.25508499,-66.03705597,2003-03-30
13035,Belle,Booker,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,333 Christine Trail,725.0,Puerto Rico,18.28042221,-66.0370636,1982-04-05
14322,Alyssa,Contreras,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,244 English Junction,725.0,Puerto Rico,18.23288918,-66.0370636,2000-05-06
13196,Lani,Nash,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,7571 Elizabeth Crest,725.0,Puerto Rico,18.22864342,-66.0370636,1989-06-21
14604,Demetria,Jarvis,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,00315 Lewis Rapids Suite 187,725.0,Puerto Rico,18.29532433,-66.03705597,1970-11-01
12961,Joan,Nixon,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,5919 Noble Mountain,725.0,Puerto Rico,18.24217796,-66.0370636,1970-06-19
14676,Gay,Harper,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,0717 Daniel Rapid Apt. 676,725.0,Puerto Rico,18.25569725,-66.0370636,1987-12-13
14087,Audrey,Acosta,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,19639 Rachel Divide Apt. 834,725.0,Puerto Rico,18.26639938,-66.0370636,2008-01-02
13194,Riley,Jones,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,27656 Kelsey Parks Apt. 571,725.0,Puerto Rico,18.23524284,-66.03705597,1976-09-19
14513,Imani,Kelly,XXXXXXXXX,XXXXXXXXX,Consumer,Caguas,PR,2666 Guzman Ford Apt. 767,725.0,Puerto Rico,18.25786781,-66.03705597,1999-02-19
